28,hollis.stanfield@aol.com,-8616825469832283435,Hollis641,780-574-5620,5174 Interstate 45 NYellowhead CountyAB T7E 3A7
29,andree.christmann@cox.net,-3014875613026391337,Andree562,519-872-6826,765 Rock Island RdStrathroyON N7G 3K6
30,lyla_fucillo@cox.net,-7545168954884239109,Lyla808,902-844-1174,7979 33  191North RiverNS B6L 6N1
31,felton.yafuso@gmail.com,-1852581431634485903,Felton451,613-749-1169,202 Madison AveOttawaON K1Y 1M2
32,dell_polino@polino.com,-2665296543756836540,Dell240,819-255-1725,56 Corporate DrBecancourQC G9H 1H7
33,nohemi@aol.com,-6052151947525356314,Nohemi424,705-838-9265,37 Us Highway 12e E #6Sault Ste. MarieON P6C 2C8
34,tlembke@lembke.org,4315596257076536858,Tambra937,250-353-7479,6734 W Jackson BlvdSalmon ArmBC V1E 4G9
35,vicki@gmail.com,6857262251223969402,Vicki224,604-231-6180,7 Tomahawk DrRichmondBC V7A 3N1
36,renato_airhart@hotmail.com,6976350778975557728,Renato48,403-444-2250,1 Vernon BlvdCalgaryAB T2A 2H9
37,lenita@yahoo.com,905335518206399819,Lenita461,250-749-4517,2726 Franklin Hill RdVernonBC V1T 7V8
38,barney@yahoo.com,-5655198797168519348,Barney506,450-526-5424,6335 Fort Myer DrSaint-HyacintheQC J2S 2N3
39,matthew_armacost@gmail.com,-8355869543057884520,Matthew456,705-417-7221,220 Old Us Highway 441PeterboroughON K9H 6C3
40,bnelton@gmail.com,-8265027531726018477,Belen785,250-768-5812,77 Central Pky NQuesnelBC V2J 1N4
41,iesha@gmail.com,4118827351797957835,Iesha395,416-989-2001,781 Alabama AveEtobicokeON M8Z 2C1
42,francesco@hotmail.com,-6574216087496014410,Francesco420,306-524-4509,22 Dearborn StReginaSK S4T 4B1
43,paulene_rhule@rhule.org,-6291982636347809830,Paulene741,418-348-2107,21 E 64th AveMataneQC G4W 3G6
44,carole_hughlett@hughlett.com,-7889821097967912835,Carole63,604-262-8556,9 N Central AveAbbotsfordBC V2S 5R3
45,mdunning@gmail.com,-2653480630265590515,Miss142,306-508-8874,38 Douglas Rd E #39ReginaSK S4R 1J5
46,elfrieda_hinsch@hinsch.org,-4668857884829337031,Elfrieda277,250-454-9384,4929 Sidney St #8276VernonBC V1T 4A3
47,edelmira@hotmail.com,6268794165869954412,Edelmira692,306-611-7185,4936 Walcott RdReginaSK S4R 3M1
48,jaime_wasurick@hotmail.com,826597329825271888,Jaime505,450-531-8633,6760 E Fayette St #9Saint-DamienQC J0K 2N1
49,lhua@aol.com,-2515969552076703519,Lera249,506-556-4300,6638 S Webster St #491MiramichiNB E1V 2N4
50,jmastro@aol.com,1980588137745857008,Jame764,519-920-7003,4465 James StKitchenerON N2N 1Y6
51,jhailstone@yahoo.com,-2684528993851581050,Jillian88,905-864-2257,8721 Everett RdMississaugaON L4Z 2V7
52,louis@zarling.com,-3235924061115147057,Louis13,418-568-3216,6 E Kingsbridge RdStoneham-Et-TewkesburyQC G3C 2A8
53,emmett_mcshaw@cox.net,8147981865518463802,Emmett994,705-581-1220,920 Union BlvdSault Ste. MarieON P6B 5Y2
54,tammy_sams@sams.com,7251987413240520373,Tammy852,250-226-1002,5 Secaucus RdNanaimoBC V9R 5W6
55,willis@yahoo.com,3170502060716556513,Willis268,418-833-1949,646 9th StSaint-RaymondQC G3L 3X9
56,mbrzozowski@aol.com,1976761890342638973,Maxima934,905-569-6732,864 Aupuni StSt CatharinesON L2T 2V2
57,boris.latif@latif.com,-7300532331345694508,Boris576,418-459-4884,9390 Fortin DrQuebecQC G1M 2H8
58,salina.knavel@gmail.com,611241565992389751,Salina537,613-280-7170,4 Newark StArnpriorON K7S 2G8
59,justa.dini@hotmail.com,5080349558760288942,Justa834,250-982-9377,8 J StVernonBC V1T 6J8
60,amalia_wolfgang@wolfgang.org,4684094390840736568,Amalia592,519-219-3608,394 Dice Rd #861WindsorON N8N 3V8
61,ftutterrow@tutterrow.org,2539834924757003068,Felix24,519-426-7161,92 W 39th St #9990LondonON N6G 3E5
62,eura@mcglocklin.org,-6122321665837991827,Eura214,306-979-2571,9 N Monroe StLloydminsterSK S9V 0C6
63,lang@cox.net,-2734425533942890246,Lang182,519-985-7311,2 Global RdCambridgeON N1R 2X2
64,agustin.lakatos@hotmail.com,2354806248750880453,Agustin649,819-365-5394,23 E Wacker Dr #64BecancourQC G9H 4T4
65,jaime.lowrance@lowrance.org,-4896101241728649330,Jaime561,204-438-6204,1 Nw 167th StWinnipegMB R3J 2Z1
66,carman@gmail.com,3168880312522212804,Carman677,709-366-8943,1 Frontage RdSt. JohnsNL A1B 5B3
67,argelia.hofbauer@cox.net,109659703995088501,Argelia530,604-823-2881,5 ColumbiaNorth VancouverBC V7J 2J9
68,mammie@cox.net,-2511701285016565667,Mammie39,514-205-4258,14 E 30th StMontrealQC H1E 1R4
69,rashad.menino@menino.com,4995152584558849696,Rashad469,613-697-2555,8 Commercial AveCarleton PlaceON K7C 2T3
70,janna@bastain.com,-8597613143050432289,Janna932,604-575-7837,41 Drive  Hwy 54s SVancouverBC V6N 3C5
71,callie.neikirk@neikirk.org,-5675715653990027688,Callie496,905-465-6909,6601 Park Ave #9924MississaugaON L4T 0A1
72,coral.helmcamp@helmcamp.org,-6611428150084358537,Coral153,416-589-6075,4184 E 142nd StTorontoON M5V 0B4
73,xenia@aol.com,-9018443284901620979,Xenia71,613-714-1829,1 El Camino Ave #39KingstonON K7K 1P6
74,anitcher@aol.com,7316315011410462835,Adelle199,905-998-3758,10 Midway DrThoroldON L2V 5C7
75,hwehrwein@gmail.com,-5806141923113945528,Hildegarde213,604-960-7463,2 Cottman AveWest VancouverBC V7T 1R7
76,psugai@gmail.com,-5763367612293494600,Phuong874,450-501-4406,8926 E 119th St #9LavaltrieQC J5T 2C7
77,llafoy@aol.com,-17562011189266107,Leontine17,418-271-8667,191 Richland St #5QuebecQC G1J 4B2
78,darell_mcalarney@mcalarney.com,-290922456690391316,Darell128,905-846-7737,8 E 92nd StAjaxON L1S 6V3
79,madonna.landman@landman.com,5699602743101615719,Madonna1000,250-307-7698,283 Andover StCastlegarBC V1N 3P7
80,chuck@gmail.com,-4907509187054671961,Chuck400,709-534-6576,764 Louisville PlacSt. JohnsNL A1E 2L8
81,gepperheimer@aol.com,-3106705272846994806,Gregg64,514-302-4158,59 W Jackson Blvd #11LasalleQC H8R 3T2
82,yan@cox.net,-6053991134717843370,Yan396,506-493-4894,712 N 5th StGrand MananNB E5G 1L1
83,stephanie.garlett@gmail.com,-426820861511781228,Stephanie798,613-557-7338,6 L St #1761KanataON K2T 1G5
84,alberto_stenquist@stenquist.org,5511980663155165390,Alberto172,905-435-9456,6126 E 14th St #6St CatharinesON L2N 6C7
85,wayne@aol.com,9038191483183741626,Wayne729,418-374-1965,865 Ponce De Leon BlvdChicoutimiQC G7H 6A2
86,kristal@hotmail.com,-591978102989053974,Kristal414,709-976-5766,896 Pershing AveParadiseNL A1L 2Y8
87,fstadel@gmail.com,2237558403845223139,Florencia614,519-961-7871,178 Riverdale RdIngersollON N5C 2W2
88,darrin@tumolillo.com,1042316433686934060,Darrin109,306-748-5721,4 Pedretti Ave #2SaskatoonSK S7H 1X9
89,freeman@yahoo.com,-3007873104693763392,Freeman483,450-347-6388,4 W Sedgley AveOtterburn ParkQC J3H 4V8
90,lazaro@gmail.com,965865513046318805,Lazaro39,450-356-6427,31 E Middlefield Rd #8555BeloeilQC J3G 3J4
91,erieg@hotmail.com,-1453616238533669041,Ellsworth761,613-862-4724,7662 Us Highway 46 #9003NapaneeON K7R 1K5
92,brinda.mrkvicka@gmail.com,-125488438173485596,Brinda945,506-392-8334,1 Park AveNewbridgeNB E7N 1J4
93,florinda_mackedanz@mackedanz.org,-8305066580859177994,Florinda224,506-230-8075,2782 Midland AveDieppeNB E1A 8X6
94,nadine_swartzbeck@swartzbeck.org,8687354765471128958,Nadine626,450-353-2331,3 Federal BlvdBeloeilQC J3G 4M4
95,arlette_torchio@hotmail.com,7387362806354185243,Arlette490,514-459-6883,485 Rolling RdLasalleQC H8R 3C2
96,akrivanec@hotmail.com,-7203368251913195236,Adolph196,416-736-1436,6605 Federal StEtobicokeON M8Y 3L6
97,gcolbath@hotmail.com,-1499121068294360562,Georgiana927,450-409-1254,505 E 9mile RdSainte-ThereseQC J7E 3C9
98,rlehn@yahoo.com,4416210573763418457,Rana83,905-286-8285,32 Rocklyn AveMiltonON L9T 5W8
99,chi@gmail.com,-5183631329012801657,Chi981,418-922-5578,2953 5th Ave #27Saint-RaymondQC G3L 3K2
100,sprothro@prothro.com,-1366329736228100165,Starr751,418-811-3750,133 Us Highway 206ChicoutimiQC G7H 4M5
101,glennis.roseum@gmail.com,-7129237012878253575,Glennis814,204-514-9319,1 Pershing AveBrandonMB R7A 4C6
102,thea@hotmail.com,8059903485991790002,Thea80,418-360-6739,402 Santa Isabel AveSept-IlesQC G4S 1Z5
103,rosalind.persechino@aol.com,-7557360001249890911,Rosalind759,613-975-5760,86 Shady Run RdKanataON K2M 1E6
104,shenika.tapian@aol.com,-4685994154616497393,Shenika909,613-219-1869,4 Collier Rd NwOttawaON K1S 1N5
105,vvandeberg@gmail.com,9095027770324208959,Veta133,506-996-1241,940 E Jefferson AveJuniperNB E7L 1G1
106,herschel@geneseo.com,1639788403483356748,Herschel992,416-786-7887,7753 W 8thTorontoON M4V 1Y3
107,dianne@yahoo.com,-8880376265654631760,Dianne614,902-938-6891,53 6  17 M At BradleysDartmouthNS B2Y 3L2
108,micah@cox.net,-1542905846914145755,Micah788,709-581-5842,103 Madison AveSt. JohnsNL A1E 2J5
109,kaycee.alaibilla@yahoo.com,7925919849397881741,Kaycee50,604-992-6045,8788 E 64th AveVancouverBC V6R 1N3
110,tesha@aol.com,400010813119595956,Tesha144,514-432-5290,831 Vanowen St #5MontrealQC H4K 2N2
111,marya@cox.net,1164284710156053577,Marya513,403-382-4146,661 Pitkin AveCalgaryAB T3Z 3S8
112,ronnie_kettelle@aol.com,1197528290868801949,Ronnie358,902-367-7042,3 Avenue Rt 295 #199HalifaxNS B3H 1M2
113,mabel_fower@fower.com,3907435297572894416,Mabel892,418-339-7473,709 W Waters AveChicoutimiQC G7H 3T5
114,harley@cox.net,-8967159921172978592,Harley738,519-913-7772,27 Spring StWoodstockON N4S 2K1
115,joye@cox.net,-3816350007836918926,Joye565,306-991-3698,9 Court StReginaSK S4N 3J4
116,lharnish@harnish.com,7347320155442496079,Luisa611,604-399-1449,82 Westminster BlvdVancouverBC V5X 2B5
117,stacey_lortz@aol.com,-7607316886379093493,Stacey261,416-310-1610,5039 Coffee RdScarboroughON M1K 1H4
118,reyes@mesmer.org,3932811923427049285,Reyes733,905-402-9203,9 E Thayer Ave #3HamiltonON L8S 2N1
119,avery.demus@aol.com,-6216707257591089406,Avery65,604-548-4412,1 Highland AveMaple RidgeBC V4R 1Z3
120,cscotts@aol.com,-8578159611718263755,Colby407,705-668-5094,7 E 1st StBarrieON L4N 3M9
121,awrinkle@wrinkle.org,-1223563178060914292,Afton633,613-851-7883,652 5th AveOttawaON K1N 6S5
122,isifford@sifford.org,1672099775967722182,India244,416-866-6707,162 Sunrise PlzTorontoON M5N 1J1
123,brunilda_coin@aol.com,5145238727215591219,Brunilda741,506-327-7460,300 Congers Rd #77Saint-PaulNB E4T 3B9
124,jemanuel@emanuel.com,-3841231416886186078,Jenifer502,250-947-2063,78 152nd Ave #4179DuncanBC V9L 4G2
125,makeda.nosis@yahoo.com,-6347758001209083184,Makeda205,416-827-4082,956 Sierra AveTorontoON M5K 1A1
126,voppy@gmail.com,5821783890885138691,Vivan976,306-325-3090,4696 Alewa DrSwift CurrentSK S9H 3S9
127,eric@cox.net,7843777862724582760,Eric962,418-274-7373,732 Congress StSaint-GeorgesQC G5Z 0N4
128,thersa.davirro@aol.com,-7666302973500594631,Thersa356,250-540-5275,863 E Mcdowell RdKamloopsBC V2C 6S8
129,mpresnal@yahoo.com,-3669179689254720624,Mindy446,604-213-8721,82 Us Highway 111VancouverBC V5X 3K2
130,lmetzner@metzner.org,8310626634405732782,Luis2,819-860-8913,8868 S Arroyo Pkwy #996Trois-RivieresQC G8V 2J6
131,dmcloud@cox.net,4043980898529352816,Dawne132,905-760-9649,25 Keystone XingStoney CreekON L8E 2E4
132,karrie_kinikini@kinikini.org,1911906365438526162,Karrie255,250-384-7658,491 Main St #893KamloopsBC V2B 7X9
133,mozelle_hermon@cox.net,-339575763665414863,Mozelle849,506-573-3112,523 Spencerville CtMount PisgahNB E4G 1E8
134,mhair@cox.net,7473252847053507491,Mila369,514-945-2978,515 S Main StSaint-LeonardQC H1P 1M8
135,gjefferys@aol.com,-2247071556522622807,Gilma907,902-804-8543,147 E Centre StHalifaxNS B3H 4E1
136,armanda.mcduffie@hotmail.com,-7144550007775333964,Armanda291,450-866-7181,989 Wyatt Dr #7CowansvilleQC J2K 2M6
137,vonda@yahoo.com,-2881773922332520420,Vonda537,450-706-3809,9891 Main StMirabelQC J7J 1G7
138,truman.mondale@aol.com,-4595177388093574562,Truman495,705-757-7389,1657 N Green StPeterboroughON K9J 0A1
139,elvis_tenuta@tenuta.org,-3304971289476749842,Elvis272,403-415-1285,6437 Date Palm DrCalgaryAB T2B 0X5
140,loise@aol.com,8467056786467657129,Loise213,306-964-9291,1062 RdSaskatoonSK S7K 5J3
141,jpedder@pedder.com,-448214351840368291,Jannette18,604-953-5335,73 Madison AveVancouverBC V6L 2V9
142,margo@rand.org,-4016993745354262079,Margo57,905-781-3868,344 Lyndon StConcordON L4K 1J7
143,dahlia_benett@aol.com,-2037108451396553692,Dahlia871,418-344-9993,3986 Home LifeAlmaQC G8B 1K7
144,dominga_mckeon@yahoo.com,-8078427684940526918,Dominga642,819-627-1581,68 Dd N #1Trois-RivieresQC G8T 7G3
145,hollis.keomuangtai@cox.net,-6173263036991528610,Hollis546,905-928-5294,27 7th StKeswickON L4P 1V3
146,carry@cox.net,-1471811890148933350,Carry474,519-847-8783,8 Maynesboro StStrathroyON N7G 3H9
147,bfears@fears.org,-4515971601920763453,Bong858,514-308-1992,7 State St #1PierrefondsQC H9H 3C8
148,yolande_staiano@gmail.com,-3223128971404669357,Yolande652,613-700-7712,21 N 14th StOrleansON K1C 3C7
149,lottie_hegdahl@aol.com,6655039005943835386,Lottie169,905-638-1034,45 W 21st StUnionvilleON L3R 2H1
150,jose.kylish@aol.com,7427145915899220535,Jose736,514-211-3774,93 Law DrPierrefondsQC H9J 1W6
151,tuyet.abramovitz@abramovitz.com,-4332462449302036297,Tuyet871,905-790-7938,976 Cozycroft AveRichmond HillON L4E 4P3
152,pearline.provenzano@provenzano.org,-4815284838500743556,Pearline751,905-734-9102,611 S 2nd StConcordON L4K 1V4
153,robt_hankison@cox.net,5141171378680900493,Robt507,418-874-8104,3780 Ronson RdQuebecQC G1L 4H3
154,shawnee@yahoo.com,2892378070657325865,Shawnee987,902-208-1038,5 W Irving Park RdBig RidgeNS B1K 1X8
155,lacresha@hotmail.com,-4350050001863164564,Lacresha406,450-213-1080,48 Bernardo CentVaudreuil-DorionQC J7V 5V8
156,basilia.vinroe@gmail.com,-6506128326222999660,Basilia662,418-386-6120,45 S Wells AveQuebecQC G1H 1A6
157,aareizaga@hotmail.com,7464083636591239660,Aleisha208,418-408-1640,960 Deming WayQuebecQC G1C 5G2
158,ftryninewski@gmail.com,-792313127183788387,Frank663,306-653-1772,462 2nd StPrince AlbertSK S6V 6E5
159,ria.steinhorst@steinhorst.com,1120070593844695421,Ria610,418-319-1374,269 Commercial DrJonquiereQC G7S 2S3
160,carla@aol.com,-2827618925540522140,Carla795,519-646-7797,8 Commercial Blvd #9HanoverON N4N 1Z7
161,lashanda.skahan@aol.com,1632492712583334953,Lashanda647,506-497-2698,739 Stockton AveGray RapidsNB E9B 1G6
162,jcatalina@aol.com,-3622245545514133246,Jarod732,705-369-2146,60 Sunrise AveNorth BayON P1B 2L4
163,leoma.rabago@hotmail.com,4016976000232597102,Leoma692,250-810-7815,575 Washington StNanaimoBC V9R 6W5
164,ygreeves@cox.net,-1318433609399831331,Yasuko492,250-891-6910,4634 Anania DrVernonBC V1B 3Z4
165,jimmie.snelling@gmail.com,3654476177405950514,Jimmie894,905-772-1416,24 Sw Bridgeport RdOakvilleON L6J 7H9
166,titus.dugre@dugre.org,-8822453443178130924,Titus180,819-983-1846,419 N Dixboro Rd #8GatineauQC J9J 0V4
167,joanne@yahoo.com,4880996544205474643,Joanne569,905-219-6895,1 W Sierra Madre Blvd #9985St CatharinesON L2M 1R4
168,suzi.groom@groom.org,4555339027456084834,Suzi840,604-700-2946,9 W Jackson BlvdSurreyBC V3S 7P4
169,denny@amazan.com,-3346515997820251613,Denny808,604-239-4105,4974 Rockburn Hill Rd #3SurreyBC V4A 8M9
170,willie@aol.com,-2519116609281649527,Willie194,819-869-6389,8545 S Westshore BlvdCantleyQC J8V 3K1
171,margurite.brake@yahoo.com,-7259387246299198676,Margurite516,519-476-5983,258 S Ash AveAmherstburgON N9V 1S8
172,arlen.romack@yahoo.com,-8611078255508008890,Arlen229,506-218-3036,1 W Green Bay StSaint JohnNB E2K 3R6
173,shaniqua@yahoo.com,4012160474540220197,Shaniqua440,416-573-9093,8 Sylvan AveNorth YorkON M3H 5X6
174,william@gmail.com,370553741772028715,William16,514-606-4631,9 Clove RdPointe-aux-TremblesQC H1B 4R4
175,silva.riviere@riviere.org,-1680765786755188580,Silva242,514-319-4125,10 Canal StPierrefondsQC H8Y 2A9
176,gearldine_haberle@hotmail.com,5512931468766900851,Gearldine248,403-810-3712,62 N 3rd StCalgaryAB T2J 0S5
177,azalee.aja@cox.net,-4607223912482133989,Azalee166,450-515-9694,2607 Market StChateauguayQC J6J 3J8
178,kimbery.plikerd@cox.net,7244698394418736165,Kimbery358,250-504-9388,62 15th Ave #63DuncanBC V9L 2E9
179,rkratt@yahoo.com,2908097857300616339,Ricarda416,902-614-2197,1 Clairemont Mesa BlvdNew GlasgowNS B2H 3Y5
180,macy@hotmail.com,5028071676889627950,Macy286,204-656-8450,6 N Water StDauphinMB R7N 2C7
181,carol@gmail.com,-783809002514814320,Carol925,418-540-2207,1 S Kresson StAlmaQC G8E 1G2
182,blythe_czaplinski@czaplinski.com,7154541704242837282,Blythe144,403-775-4053,4 S 4th StCalgaryAB T2V 2M5
183,tanesha_tesseneer@hotmail.com,3450193497372313292,Tanesha612,416-568-3388,326 Witherspoon StEtobicokeON M9R 2W5
184,yaeko_orndoff@orndoff.org,2012837423539660790,Yaeko94,519-625-4433,66 Hoffman StSt ThomasON N5P 2E5
185,broderick_lorenz@hotmail.com,-216778563876584169,Broderick76,306-285-1574,185 Davis StSaskatoonSK S7N 3M6
186,tshadle@shadle.com,4680317192949020753,Twila334,250-862-6746,20 Simpson Ferry RdVictoriaBC V8Y 1H4
187,spead@cox.net,-3041620911172092718,Sarina293,905-696-6221,7821 16th St NwAjaxON L1S 1S7
188,candra@hotmail.com,4044236536188323786,Candra260,705-799-1235,9 Pulaski Park Dr #7North BayON P1B 2V6
189,von@aol.com,-5801985910287575709,Von661,604-986-3233,63 Baronne StPort MoodyBC V3H 1E8
190,natalya_verso@yahoo.com,8562778497180870589,Natalya122,519-736-9305,74 Chestnut StKitchenerON N2A 1S3
191,srigazio@rigazio.org,855908132814154865,Stanton363,416-801-7398,4 Smith St #5North YorkON M3M 2A4
192,dona@hotmail.com,5164456278093459360,Dona959,416-884-9104,4298 E Drinker StYorkON M6M 1V5
193,cortney.choice@choice.com,921430896797732226,Cortney708,450-339-6016,80 S 33rd PlGreenfield ParkQC J4V 3G8
194,ira.betterton@yahoo.com,8667379004993674575,Ira413,902-240-7029,935 S Padre Island DrHalifaxNS B3K 3E4
195,vanna_pickle@aol.com,251703699924987914,Vanna291,905-309-4565,3 B Main #117NewmarketON L3Y 3M4
196,bo_sabota@sabota.com,-602043989433355343,Bo142,204-210-4967,779 Moore StWinnipegMB R3R 2Z5
197,nathalie_corners@corners.org,4701057868451385258,Nathalie930,705-736-4801,14 Van Buren StPeterboroughON K9H 4B6
198,rodney_lockamy@aol.com,1325073106594803323,Rodney634,613-273-5773,7 N Us Highway 67 #96OttawaON K1S 2E4
199,ehairr@hotmail.com,6693647444842491823,Elena413,709-399-4807,31 Mechanic St #9839StephenvilleNL A2N 2N4
200,blossom_kraatz@kraatz.org,-2409912703529958,Blossom70,416-631-1863,881 Route 38North YorkON M4A 2A6
201,loreen_griepentrog@aol.com,3781159840365791047,Loreen257,613-684-4467,6 Monard DrOrleansON K1C 2E5
202,tayna_keirnan@gmail.com,6221155842739784279,Tayna437,705-655-5936,18 Cowesett AveBarrieON L4N 5C5
203,nplanty@gmail.com,-4768897373876013167,Nieves633,705-616-5386,684 Albion RdPeterboroughON K9H 3K7
204,glenn.robinault@cox.net,-4043046582217268629,Glenn756,514-330-5479,8700 S Jefferson Rd #676LachineQC H8S 3A8
205,jracer@cox.net,-9053539055540347326,Julianna269,506-752-6097,4407 Chestnut Ridge DrSaint JohnNB E2K 5L7
206,ashton@cox.net,-2075970918289751057,Ashton574,905-725-6769,13 Midway PlOakvilleON L6H 5G1
207,shaun_scovil@aol.com,8683985316498854413,Shaun118,905-907-6615,253 Hamilton Ave #1684PickeringON L1W 2P9
208,long.shintaku@shintaku.org,5853690704517733502,Long177,450-771-5010,8 W 41st AveBlainvilleQC J7C 2R9
209,vmeir@meir.com,-9012727976344741749,Vinnie627,416-862-7028,559 Bridge PlzEtobicokeON M8Y 1G5
210,lucia@aol.com,1918616610992700909,Lucia399,416-870-8070,196 Touhy AveScarboroughON M1E 3L6
211,corazon@ivaska.org,-1391185340109547221,Corazon513,306-333-8933,6 W Lincoln AveSaskatoonSK S7K 3K7
212,jaime_perugini@perugini.com,-8752378316629918820,Jaime177,514-950-4495,7071 E 7th St #56VerdunQC H4G 1X4
213,miriam.stakes@yahoo.com,-5156908920845094655,Miriam324,905-441-5009,784 Packerland DrBurlingtonON L7L 5E8
214,vallie@yahoo.com,-4420403352829722250,Vallie903,604-848-3170,7823 N 36th AveNorth VancouverBC V7H 2J2
215,sheldon@isachsen.org,-8421824954805427431,Sheldon635,902-330-7314,35 Milnor StValleyNS B6L 3K5
216,nickie.balonek@balonek.com,7940736612097139944,Nickie459,604-556-1080,7 Saint Nicholas AveNorth VancouverBC V7J 3P8
217,fcaneles@caneles.com,8286243907552358711,Fletcher530,905-992-1637,87 Spencerville Ct #2HamiltonON L8S 3V2
218,rutha@eisert.com,1718182134147812453,Rutha409,905-468-2503,87 W 32nd StNiagara FallsON L2G 3H6
219,bgeigel@gmail.com,-8227998162317932112,Brandon687,604-940-9313,70 W Main StVancouverBC V5Z 3S8
220,franchesca_lamme@yahoo.com,-3036367037212485913,Franchesca432,902-715-9684,3208 W Touhy AveCharlottetownPE C1E 1W8
221,lorriane.naddeo@naddeo.org,3892764400189012826,Lorriane752,250-544-1482,7 Airway CirDuncanBC V9L 2T9
222,aberson@aol.com,-5650775551958985446,Asuncion929,204-318-1929,54 Whitaker WayReinfeldMB R6W 1K7
223,georgiann_hoerter@hoerter.com,2136137856744001817,Georgiann982,819-632-2869,4945 Progress DrGrand-MereQC G9T 3C3
224,hershel_bultron@bultron.org,174606755419822765,Hershel436,519-844-4835,658 W 30th StLondonON N5Z 1R6
225,chu@aol.com,-2332099247239281583,Chu434,819-677-1206,8 E 9mile Rd #697Trois-RivieresQC G8V 2J6
226,bettina@hotmail.com,2278922568972436650,Bettina945,604-752-9256,7 Ryan Industrial CtVancouverBC V6H 3Y2
227,lynsey.sport@aol.com,-3633068668557924211,Lynsey585,604-525-6939,7 Mccrea StChilliwackBC V2P 6L6
228,phil_kuechler@gmail.com,-386019274517315385,Phil293,418-940-4070,7 Mcwhorter RdJonquiereQC G7X 2X4
229,cnicks@nicks.org,-2289729658806594949,Cordelia760,905-975-4308,572 Simpson StGeorgetownON L7G 2T4
230,gmarrano@gmail.com,7679312672160836611,Georgeanna299,905-366-7378,3493 Camino RuizHamiltonON L8N 2V6
231,rosendo@hotmail.com,2967345760634944200,Rosendo64,306-700-6743,2052 E Semoran BlvdReginaSK S4N 5R4
232,jerilyn@hotmail.com,-5880274685054741358,Jerilyn259,519-978-7661,9 Main StHanoverON N4N 2P6
233,ebakeley@bakeley.com,-7733150052378380468,Elfriede353,506-404-8558,538 Fayetteville Street MallGrand-Sault/Grand FallsNB E3Z 2K5
234,harris@cox.net,4055667723682671796,Harris160,514-257-9319,9875 Sheafe RdMontrealQC H2H 1Z2
